User_ID,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories,Height_m,BMI,BMI_Category,Age_Group,Workout_Intensity
13138092,female,30,153.0,53.0,26.0,108.0,40.6,168.0,1.53,22.64086462471699,Normal,Adult,Moderate
16655537,male,23,198.0,100.0,12.0,90.0,40.4,44.0,1.98,25.507601265177023,Overweight,Young,Low
16245184,female,37,148.0,51.0,29.0,108.0,40.6,192.0,1.48,23.283418553688826,Normal,Adult,Moderate
19157340,female,22,147.0,47.0,17.0,101.0,40.3,96.0,1.47,21.75019667731038,Normal,Young,Moderate
19810083,female,26,170.0,68.0,23.0,105.0,40.7,135.0,1.7,23.529411764705884,Normal,Adult,Moderate
19821989,female,56,167.0,60.0,12.0,86.0,40.2,54.0,1.67,21.513858510523864,Normal,Senior,Low
17219988,male,43,171.0,79.0,30.0,115.0,40.8,239.0,1.71,27.01685988851271,Overweight,Senior,Moderate
19572798,female,38,169.0,65.0,14.0,94.0,40.1,69.0,1.69,22.758306781975424,Normal,Adult,Low
18360844,male,24,179.0,80.0,14.0,90.0,40.7,46.0,1.79,24.968009737523797,Normal,Young,Low
13918575,female,25,164.0,63.0,21.0,101.0,40.7,115.0,1.64,23.423557406305775,Normal,Adult,Moderate
15319150,female,31,163.0,62.0,4.0,88.0,39.1,17.0,1.63,23.335466144755166,Normal,Adult,Low
16112624,female,54,151.0,57.0,25.0,115.0,40.4,190.0,1.51,24.998903556861542,Normal,Senior,Moderate
11099585,female,34,190.0,91.0,12.0,89.0,40.2,48.0,1.9,25.207756232686982,Overweight,Adult,Low
17300463,female,28,176.0,72.0,27.0,112.0,40.7,178.0,1.76,23.243801652892564,Normal,Adult,Moderate
17118372,male,24,191.0,95.0,6.0,88.0,39.3,20.0,1.91,26.040952824758094,Overweight,Young,Low
14435543,female,27,167.0,69.0,15.0,90.0,40.4,64.0,1.67,24.740937287102444,Normal,Adult,Low
10908558,female,35,154.0,57.0,19.0,94.0,40.6,95.0,1.54,24.034407151290267,Normal,Adult,Low
14181557,male,49,183.0,89.0,25.0,111.0,40.8,196.0,1.83,26.575890590940304,Overweight,Senior,Moderate
17152651,male,36,185.0,91.0,2.0,91.0,38.1,9.0,1.85,26.588750913075234,Overweight,Adult,Low
10192977,female,58,192.0,83.0,18.0,101.0,40.8,105.0,1.92,22.51519097222222,Normal,Senior,Moderate
19584135,female,40,157.0,61.0,12.0,92.0,40.0,58.0,1.57,24.747454257779218,Normal,Senior,Low
19445771,male,31,179.0,77.0,24.0,97.0,40.8,111.0,1.79,24.031709372366656,Normal,Adult,Low
11294536,male,50,182.0,86.0,17.0,101.0,40.3,108.0,1.82,25.963047941069917,Overweight,Senior,Moderate
12845462,male,36,202.0,109.0,6.0,87.0,39.1,24.0,2.02,26.713067346338594,Overweight,Adult,Low
10578158,female,34,163.0,61.0,13.0,96.0,40.1,67.0,1.63,22.95908765854944,Normal,Adult,Low
19789364,female,78,153.0,54.0,13.0,84.0,40.3,62.0,1.53,23.06805074971165,Normal,Senior,Low
12301038,male,41,178.0,76.0,28.0,104.0,40.8,172.0,1.78,23.98687034465345,Normal,Senior,Moderate
18976127,male,41,172.0,71.0,7.0,87.0,39.5,24.0,1.72,23.99945916711736,Normal,Senior,Low
11460469,male,24,178.0,77.0,19.0,98.0,40.1,84.0,1.78,24.302487059714682,Normal,Young,Low
15238405,female,67,173.0,69.0,20.0,105.0,40.5,132.0,1.73,23.054562464499313,Normal,Senior,Moderate
18559105,female,47,179.0,75.0,25.0,110.0,40.7,167.0,1.79,23.40750912892856,Normal,Senior,Moderate
12761860,female,42,154.0,52.0,17.0,101.0,40.6,101.0,1.54,21.926125822229718,Normal,Senior,Moderate
12777201,female,25,180.0,75.0,23.0,97.0,40.6,113.0,1.8,23.148148148148145,Normal,Adult,Low
11084582,male,25,179.0,78.0,17.0,101.0,40.3,84.0,1.79,24.343809494085704,Normal,Adult,Moderate
11393152,female,58,165.0,68.0,6.0,88.0,39.4,28.0,1.65,24.977043158861342,Normal,Senior,Low
12327773,male,68,191.0,98.0,22.0,99.0,41.0,157.0,1.91,26.863298703434666,Overweight,Senior,Low
12038545,male,24,181.0,91.0,14.0,97.0,40.4,64.0,1.81,27.776929886145112,Overweight,Young,Low
17593004,male,38,192.0,92.0,21.0,104.0,40.6,133.0,1.92,24.95659722222222,Normal,Adult,Moderate
11708341,female,26,164.0,59.0,23.0,108.0,40.5,145.0,1.64,21.936347412254616,Normal,Adult,Moderate
10753818,male,64,178.0,83.0,24.0,103.0,41.0,174.0,1.78,26.19618735008206,Overweight,Senior,Moderate
10608177,female,49,174.0,75.0,7.0,93.0,39.2,34.0,1.74,24.772096710265558,Normal,Senior,Low
11267944,female,73,158.0,57.0,29.0,103.0,40.9,193.0,1.58,22.832879346258608,Normal,Senior,Moderate
19795364,male,27,180.0,86.0,24.0,107.0,40.7,147.0,1.8,26.54320987654321,Overweight,Adult,Moderate
14290814,male,66,171.0,72.0,18.0,105.0,40.5,133.0,1.71,24.622960911049557,Normal,Senior,Moderate
19222644,male,39,199.0,104.0,26.0,101.0,40.7,161.0,1.99,26.261963081740358,Overweight,Adult,Moderate
12847212,female,30,168.0,62.0,6.0,76.0,39.4,18.0,1.68,21.9671201814059,Normal,Adult,Low
11986136,male,76,187.0,96.0,12.0,96.0,40.1,85.0,1.87,27.45288684263204,Overweight,Senior,Low
11830053,male,60,193.0,90.0,15.0,95.0,40.0,90.0,1.93,24.161722462347985,Normal,Senior,Low
14737350,male,54,188.0,90.0,23.0,108.0,40.9,176.0,1.88,25.46401086464464,Overweight,Senior,Moderate
15294669,female,49,166.0,66.0,11.0,89.0,39.6,51.0,1.66,23.95122659311947,Normal,Senior,Low
17146724,female,24,173.0,66.0,7.0,82.0,39.3,24.0,1.73,22.052190183434128,Normal,Young,Low
17490159,female,28,161.0,57.0,6.0,83.0,39.5,22.0,1.61,21.98989236526368,Normal,Adult,Low
15501381,male,72,197.0,102.0,25.0,106.0,40.9,212.0,1.97,26.282563322940554,Overweight,Senior,Moderate
16736138,male,32,171.0,78.0,29.0,112.0,40.9,201.0,1.71,26.674874320303687,Overweight,Adult,Moderate
18493316,female,36,159.0,59.0,17.0,93.0,40.3,83.0,1.59,23.337684427040067,Normal,Adult,Low
17497515,male,65,204.0,103.0,14.0,93.0,40.1,87.0,2.04,24.750096116878122,Normal,Senior,Low
14364172,female,36,163.0,67.0,27.0,97.0,40.7,141.0,1.63,25.21735857578381,Overweight,Adult,Low
14217831,female,32,159.0,63.0,23.0,103.0,40.3,134.0,1.59,24.919900320398717,Normal,Adult,Moderate
10483147,male,42,180.0,84.0,2.0,80.0,38.6,5.0,1.8,25.925925925925924,Overweight,Senior,Low
18046507,male,34,191.0,94.0,29.0,109.0,40.9,201.0,1.91,25.766837531865903,Overweight,Adult,Moderate
12414011,male,34,181.0,78.0,3.0,86.0,38.2,9.0,1.81,23.808797045267237,Normal,Adult,Low
10710546,male,26,191.0,86.0,8.0,83.0,39.3,20.0,1.91,23.573915188728378,Normal,Adult,Low
16175343,male,31,203.0,105.0,29.0,113.0,40.8,221.0,2.03,25.479870901987436,Overweight,Adult,Moderate
12020646,female,64,157.0,63.0,17.0,105.0,40.1,112.0,1.57,25.558846200657225,Overweight,Senior,Moderate
13611443,male,34,185.0,93.0,20.0,99.0,40.3,108.0,1.85,27.173119065010955,Overweight,Adult,Low
16383525,male,63,204.0,112.0,29.0,110.0,40.4,257.0,2.04,26.91272587466359,Overweight,Senior,Moderate
17841776,male,44,194.0,87.0,27.0,108.0,40.8,192.0,1.94,23.11616537357849,Normal,Senior,Moderate
10735479,male,36,190.0,96.0,17.0,90.0,40.3,72.0,1.9,26.59279778393352,Overweight,Adult,Low
13117699,male,41,173.0,71.0,28.0,104.0,41.2,169.0,1.73,23.722810651876106,Normal,Senior,Moderate
16042685,male,73,168.0,77.0,18.0,97.0,40.3,120.0,1.68,27.281746031746035,Overweight,Senior,Low
10315558,male,31,186.0,85.0,28.0,106.0,40.8,172.0,1.86,24.56931437160365,Normal,Adult,Moderate
12304455,male,22,179.0,73.0,10.0,84.0,39.9,21.0,1.79,22.783308885490467,Normal,Young,Low
15503276,female,34,161.0,56.0,18.0,102.0,40.6,105.0,1.61,21.60410477990818,Normal,Adult,Moderate
10565624,female,21,168.0,65.0,25.0,109.0,40.3,156.0,1.68,23.030045351473927,Normal,Young,Moderate
12458510,female,22,145.0,50.0,3.0,89.0,38.7,13.0,1.45,23.781212841854934,Normal,Young,Low
13885247,male,33,190.0,97.0,24.0,100.0,40.8,134.0,1.9,26.869806094182827,Overweight,Adult,Moderate
11572170,female,51,157.0,60.0,21.0,103.0,40.4,130.0,1.57,24.341758286340216,Normal,Senior,Moderate
19911268,male,45,195.0,99.0,2.0,83.0,37.9,7.0,1.95,26.035502958579883,Overweight,Senior,Low
12859596,female,33,175.0,67.0,25.0,101.0,41.1,140.0,1.75,21.877551020408163,Normal,Adult,Moderate
15376017,male,47,198.0,97.0,7.0,91.0,39.3,34.0,1.98,24.742373227221712,Normal,Senior,Low
19921858,female,70,175.0,74.0,9.0,79.0,40.0,34.0,1.75,24.163265306122447,Normal,Senior,Low
19187230,female,77,160.0,63.0,8.0,92.0,39.5,44.0,1.6,24.609374999999996,Normal,Senior,Low
10874559,female,35,172.0,71.0,11.0,85.0,39.9,42.0,1.72,23.99945916711736,Normal,Adult,Low
11746700,female,44,161.0,60.0,2.0,89.0,38.4,9.0,1.61,23.147255121330193,Normal,Senior,Low
10952850,female,71,164.0,60.0,18.0,97.0,40.5,107.0,1.64,22.308149910767405,Normal,Senior,Low
16785115,female,54,174.0,75.0,9.0,87.0,39.6,39.0,1.74,24.772096710265558,Normal,Senior,Low
14951529,female,63,166.0,68.0,26.0,108.0,40.8,178.0,1.66,24.677021338365513,Normal,Senior,Moderate
13846186,female,50,149.0,55.0,13.0,101.0,40.4,79.0,1.49,24.77365884419621,Normal,Senior,Moderate
10590765,male,63,200.0,105.0,15.0,102.0,40.3,113.0,2.0,26.25,Overweight,Senior,Moderate
15032837,female,30,163.0,58.0,22.0,109.0,40.5,143.0,1.63,21.829952199932254,Normal,Adult,Moderate
15511677,female,33,163.0,57.0,4.0,84.0,38.7,16.0,1.63,21.453573713726524,Normal,Adult,Low
18148848,male,38,189.0,91.0,24.0,100.0,40.5,137.0,1.89,25.475210660395845,Overweight,Adult,Moderate
